Unnamed: 0,price,title,stars,vote,kategori_penyakit
1525,14154,bareMinerals Poreless OilFree Moisturizer,3.6,14,Eczema; Psoriasis
1526,139521,Chantecaille Bio Lifting Travel Collection Limited Edition,4.0,1,Infestations_Bites
1527,11728,Starskin Orglamic Pink Cactus Mask Set USD 32 Value,0.0,0,Unknown_Normal
1528,52573,Colorescience Sunforegettable Total Protection BrushOn Sunscreen SPF 50 USD 195 Value,4.0,4,Sun_Sunlight_Damage
1529,46507,EVE LOM The Moisture Cream,4.1,195,Unknown_Normal
1530,194117,Guerlain Orchidée Imperiale AntiAging Light Cream,0.0,0,Unknown_Normal
1531,16985,Murad AHABHA Exfoliating Cleanser,5.0,5,Acne; Actinic_Keratosis; Seborrh_Keratoses
1532,30735,MALINGOETZ Advanced Renewal Moisturizer,4.2,80,Eczema; Psoriasis
1533,22243,Giorgio Armani Prima Refreshing Makeup Fix,4.0,2,Unknown_Normal
1534,23860,Rodial Pink Diamond Cleansing Balm,4.0,24,Unknown_Normal
1535,26287,StriVectin Hyaluronic Tripeptide GelCream for Eyes,4.6,101,Acne; Unknown_Normal
1536,50956,Erno Laszlo Hydra Therapy Gel Cream,4.8,66,Acne; Unknown_Normal
1537,30331,EVE LOM Radiance Antioxidant Eye Cream,3.8,17,Unknown_Normal
1538,16985,MALINGOETZ Facial Cleansing Oil,0.0,0,Unknown_Normal
1539,8897,Indie Lee Lip Treat,2.5,2,Unknown_Normal
1540,30331,PulseGLO Green Facial Sheet Mask,0.0,0,Unknown_Normal
1541,15772,Peter Thomas Roth 3 Glycolic Solutions Cleanser,4.5,8,Acne; Actinic_Keratosis
1542,58639,Yves Saint Laurent Or Rouge Lotion,4.5,2,Unknown_Normal
1543,157720,Yves Saint Laurent Or Rouge Crème Riche,0.0,0,Unknown_Normal
1544,153676,Chantecaille Luxe Mask Duo Set USD 430 Value,0.0,0,Unknown_Normal
1545,48529,neuLASH by Skin Research Laboratories Complexion Set,5.0,1,Unknown_Normal
1546,40037,Perricone MD MultiAction Overnight Intensive Firming Mask,4.2,245,Unknown_Normal
1547,117279,Perricone MD Neuropeptide Firming Moisturizer,4.3,54,Eczema; Psoriasis
1548,139521,Guerlain Orchidée Impériale Imperial Face Oil,5.0,1,Unknown_Normal
1549,13750,boscia Exfoliating Peel Gel,4.3,6,Acne; Seborrh_Keratoses
1550,14559,DERMAFLASH Flash  and  Glow Resurfacing Peel Pads,0.0,0,Unknown_Normal
1551,27500,Erno Laszlo Light Controlling Lotion Mattifying Toner,4.7,75,Vitiligo; Unknown_Normal
1552,169852,Giorgio Armani Crema Nera Extrema Firming Plumping Essence,4.0,2,Benign_tumors
1553,22243,By Terry UV Base Sunscreen Cream SPF 50,3.5,2,Sun_Sunlight_Damage; Unknown_Normal
1554,56617,CAUDALÍE Premier Cru The Rich Cream,4.0,22,Unknown_Normal
1555,24265,Aesop In Two Minds Facial Hydrator,0.0,0,Unknown_Normal
1556,64706,111SKIN Clinical Exfoliator,4.3,8,Unknown_Normal
1557,46507,Guerlain Orchidée Impériale Rich Cleansing Foam,4.8,5,Unknown_Normal
1558,80882,111SKIN Meso Infusion Day Defense Hydration Mask,4.9,7,Unknown_Normal
1559,17794,GLAMGLOW INSTAMUD 60Second PoreRefining Treatment Mask,4.3,105,Acne
1560,18198,Darphin Azahar Cleansing Micellar Water,4.1,34,Actinic_Keratosis
1561,60662,Darphin Stimulskin Plus MultiCorrective Divine Eye Cream,4.9,8,Unknown_Normal
1562,30331,Darphin Vetiver Aromatic Care,3.0,2,Unknown_Normal
1563,38419,Darphin LInstitut Youth Resurfacing Peel,5.0,5,Unknown_Normal
1564,55809,Trish McEvoy Instant Solutions Dry Sheet Mask  and  Serum Set USD 159 Value,0.0,0,Unknown_Normal
1565,115257,RéVive Intensité Complete AntiAging Eye Serum,3.4,57,Unknown_Normal
1566,27904,Dior Hydra Life Hydration Rescue Intense Sorbet Creme,4.5,6,Unknown_Normal
1567,18603,ARCONA Four OClock Flower Cleanser Gentle Cleanser for Sensitive Skin,4.6,9,Acne; Eczema; Rosacea; Vasculitis; Unknown_Normal
1568,19007,Mario Badescu Acne Skin Care Kit USD 59 Value,4.7,3,Acne
1569,4853,Rodial Pink Diamond Lifting Face Mask,3.5,8,Unknown_Normal
1570,39632,Chantecaille AntiPollution Mattifying Cream,3.2,5,Unknown_Normal
1571,41250,Filorga NCTFReverse Supreme Regenerating Cream,1.5,2,Unknown_Normal
1572,12132,Peter Thomas Roth Water Drench Cloud Cream Cleanser,4.8,16,Acne; Unknown_Normal
1573,22243,EVE LOM White Brightening Mask,4.4,7,Vitiligo; Seborrh_Keratoses
1574,29522,Dior Hydra Life Deep Hydration Sorbet Water Essence,4.4,7,Unknown_Normal
1575,27904,Dior Hydra Life Glow Better Fresh Jelly Mask,4.3,9,Unknown_Normal
1576,52573,Derm Institute AntiOxidant Hydration Serum,5.0,1,Unknown_Normal
1577,109191,111SKIN Space AntiAge Day Face Cream,3.5,70,Unknown_Normal
1578,84926,Derm Institute Cellular Rejuvenating Serum,4.7,3,Sun_Sunlight_Damage; Unknown_Normal
1579,30331,Derm Institute Cellular Brightening Toner,5.0,3,Vitiligo; Seborrh_Keratoses
1580,30331,Derm Institute Cellular Brightening Cleanser,0.0,0,Acne; Vitiligo; Seborrh_Keratoses
1581,8088,NuFACE PrepNGlow Wipes,4.8,76,Unknown_Normal
1582,90992,Dior Prestige Le Grand Masque,5.0,4,Unknown_Normal
1583,161764,Dior Prestige La Crème Texture Riche,5.0,1,Seborrh_Keratoses
1584,115275,RéVive Rescue Elixir AntiAging Oil,4.5,2,Unknown_Normal
1585,157745,SPACENKapothecary Kat Burki Complete B BioCorrecting Face Crème,4.0,4,Unknown_Normal
1586,32762,Aesop Parsley Seed AntiOxidant Eye Serum,4.0,2,Unknown_Normal
1587,30336,EVE LOM White Brightening Lotion,3.9,7,Vitiligo; Seborrh_Keratoses; Unknown_Normal
1588,135499,Dior Prestige La Crème Texture Essentielle Refill,4.7,7,Seborrh_Keratoses
1589,115275,Giorgio Armani Crema Nera Extrema Supreme Recovery Balm,4.0,3,Bullous
1590,15370,bareMinerals BUTTER DRENCH Restorative Rich Cream Moisturizer,4.4,146,Eczema; Psoriasis; Unknown_Normal
1591,46919,Kat Burki Vitamin C Intensive Face Cream,4.2,125,Unknown_Normal
1592,14561,Odacité Gr  G GrapeseedGrapefruit OilyAcne Prone Serum Concentrate,4.8,8,Acne; Unknown_Normal
1593,23459,Odacité Ac  R AçaiRose Youthful Glow Facial Serum Concentrate,4.6,5,Unknown_Normal
1594,78872,Kat Burki Complete B Eye Crème Complex,2.8,4,Unknown_Normal
1595,28313,3LAB Healthy Glow Lip Balm,4.4,8,Unknown_Normal
1596,44492,EVE LOM Brightening Cream,4.3,46,Vitiligo; Seborrh_Keratoses; Unknown_Normal
1597,24268,RéVive Intensité Moisturizing Lip Balm,5.0,1,Unknown_Normal
1598,139544,Guerlain Orchidée Impériale AntiAging Gel Cream,0.0,0,Acne; Unknown_Normal
1599,13348,Fresh Umbrian Clay Mattifying Face Exfoliant,4.8,36,Unknown_Normal
1600,86962,RéVive Sensitif Day Cellular Repair Cream SPF 30,5.0,5,Sun_Sunlight_Damage; Unknown_Normal
1601,62693,Omorovicza Elemental Emulsion Hydrating Lotion,4.4,77,Eczema; Unknown_Normal
1602,18606,Omorovicza Perfecting Lip Balm,4.4,77,Unknown_Normal
1603,32358,REN Clean Skincare Rose O¹² Moisture Defence Serum,4.5,22,Unknown_Normal
1604,23459,REN Clean Skincare VCense Revitalizing Night Cream,4.2,84,Unknown_Normal
1605,15370,Fresh Umbrian Clay Face Lotion,4.6,62,Unknown_Normal
1606,44088,Guerlain Super Aqua Hydrating Eye Serum,2.8,4,Eczema; Unknown_Normal
1607,13752,Giorgio Armani Perfection Eye Makeup Remover,4.6,14,Unknown_Normal
1608,21033,Peter Thomas Roth Sulfur Cooling Masque,4.1,36,Unknown_Normal
1609,28313,ARCONA Booster Defense Serum,4.0,4,Unknown_Normal
1610,8898,Mario Badescu Protein Night Crème,4.5,20,Unknown_Normal
1611,8089,Mario Badescu Enzyme Revitalizing Mask,4.9,9,Unknown_Normal
1612,8089,Mario Badescu AHA  and  Ceramide Moisturizer,4.5,39,Eczema; Psoriasis; Actinic_Keratosis; Bullous
1613,30336,RéVive Exfoliating Cleanser,4.8,6,Acne; Seborrh_Keratoses
1614,26291,RéVive Balancing Toner,4.8,4,Vitiligo
1615,9707,Mario Badescu Aloe Moisturizer SPF 15,4.5,31,Eczema; Psoriasis; Sun_Sunlight_Damage
1616,9707,Mario Badescu The Moisture Magnet SPF 15,4.7,16,Sun_Sunlight_Damage
1617,6067,Mario Badescu Special Cucumber Lotion,4.5,26,Unknown_Normal
1618,9707,Mario Badescu OilFree Moisturizer SPF 17,4.6,17,Eczema; Psoriasis; Sun_Sunlight_Damage
1619,71996,Elemis Dynamic Resurfacing Smoothing Serum,5.0,1,Unknown_Normal
1620,42470,Rodial CBD Sleep Drops,4.3,12,Unknown_Normal
1621,27909,The Light Salon Perfecting Facial Oil,0.0,0,Unknown_Normal
1622,30336,Rodial Dragons Blood Chin  and  Décolleté Sculpting Gel,5.0,1,Acne
1623,38425,Rodial Vitamin C Booster Oil,3.7,14,Unknown_Normal
1624,29122,Omorovicza Cashmere Cleanser,4.4,23,Acne
1625,18201,Perricone MD No Rinse Micellar Cleansing Treatment,4.5,231,Acne
1626,30740,Darphin Lumière Essentielle Illuminating Oil GelCream,4.3,8,Acne; Unknown_Normal
1627,30336,Darphin Aromatic Purifying Balm Overnight Mask,4.9,90,Unknown_Normal
1628,60267,Perricone MD Cold Plasma Face Serum,4.2,1268,Unknown_Normal
1629,60267,Omorovicza Firming Neck Cream,4.3,32,Unknown_Normal
1630,42470,Raffaele Ruberto SKIN Formula No 10 RLift Neck  and  Décolleté Serum,4.3,11,Unknown_Normal
1631,62693,Omorovicza Rose Lifting Serum,4.4,21,Unknown_Normal
1632,8089,PMD Green Moderate Replacement Discs,4.9,9,Unknown_Normal
1633,80895,RéVive Masques des Yeux,5.0,3,Unknown_Normal
1634,70783,Kate Somerville ExfoliKate Intensive Exfoliating Treatment 21250 Value,4.4,20,Acne; Seborrh_Keratoses
1635,44088,StriVectinAR Power Starters Advanced Retinol Trio USD 134 Value,4.0,41,Actinic_Keratosis
1636,18606,54 Thrones Kahina Lava Cleansing Mask,0.0,0,Unknown_Normal
1637,30336,True Botanicals Pacific Glacial Clay Detoxifying Mask,0.0,0,Unknown_Normal
1638,36403,True Botanicals Chebula Active Immunity Serum,0.0,0,Unknown_Normal
1639,14561,COOLA Reawakening Rosewater Mist,4.8,25,Unknown_Normal
1640,124578,Darphin Stimulskin Plus Absolute Renewal Cream for Normal Skin Types,0.0,0,Unknown_Normal
1641,103141,Fresh Crème Ancienne Supreme Face Serum,4.2,9,Unknown_Normal
1642,200215,Dior LOr de Vie La Crème,0.0,0,Unknown_Normal
1643,182013,Elemis Ultra Smart ProCollagen Spectacular Kit,0.0,0,Unknown_Normal
1644,222461,Omorovicza Gold Cabinet Collection USD 772 Value,0.0,0,Unknown_Normal
1645,303355,Omorovicza Blue Diamond Set USD 1149 Value,0.0,0,Unknown_Normal
1646,14157,Alfred x DedCool Lip Balm Trio,0.0,0,Unknown_Normal
1647,141566,Natura Bissé Beauty Lovers Day Set USD 495 Value,0.0,0,Unknown_Normal
1648,137521,Natura Bissé Inhibit Set USD 500 Value,0.0,0,Unknown_Normal
1649,59458,Epara Moisturizing Face Cream,0.0,0,Unknown_Normal
1650,182013,RéVive The Révitalize Full Size Set Limited Edition,0.0,0,Infestations_Bites
1651,212349,Guerlain Orchidée Impériale AntiAging Sleeping Serum,0.0,0,Unknown_Normal
1652,145206,Chantecaille Luxe Essentials Plus Smooth Set USD 450 Value,0.0,0,Unknown_Normal
1653,119320,Elemis Ultra Smart Day Cream,0.0,0,Unknown_Normal
1654,12943,Botnia Rose Water Toner,0.0,0,Vitiligo
1655,44492,Elemis ProCollagen TriAcid Peel,4.7,60,Unknown_Normal
1656,10112,St Tropez Express Travel Set USD 34 Value,0.0,0,Unknown_Normal
1657,10921,Freck Cactus Water Cleansing Lactic Acid Toner,0.0,0,Vitiligo
1658,12944,Freck Rich Bitch Cactus  Vitamin C Moisturizer,5.0,2,Eczema; Psoriasis; Tinea; Candidiasis
1659,11326,Freck So Jelly Cactus Eye Jelly with Plant Collagen,0.0,0,Unknown_Normal
1660,21034,Code of Harmony Virgin Skin CBD Youth Serum,5.0,1,Unknown_Normal
1661,54607,Guerlain Super Aqua Rich Hydrating Emulsion Moisturizer,0.0,0,Eczema; Psoriasis
1662,30337,EVE LOM Rescue Peel Pads,4.6,17,Unknown_Normal
1663,38023,MALINGOETZ Advanced Renewal Cream,0.0,0,Unknown_Normal
1664,101124,Natura Bissé Diamond Cocoon Skin Booster,3.8,33,Unknown_Normal
1665,80899,Natura Bissé Diamond Drops Perfecting Essence  and  DNA Shield,4.1,7,Unknown_Normal
1666,31146,Natura Bissé Diamond Cocoon Hydrating Essence,4.3,6,Eczema
1667,124585,Darphin Stimulskin Plus MultiCorrective Divine Cream for Dry Skin,0.0,0,Eczema; Unknown_Normal
1668,77663,Darphin Stimulskin Plus MultiCorrective Divine Serumask,5.0,4,Unknown_Normal
1669,14157,bareMinerals Pureness Soothing Light Moisturizer,4.4,705,Eczema; Psoriasis; Rosacea; Bullous
1670,28315,Yves Saint Laurent Pure Shots Perfect Plumper Face Cream Refill,4.5,22,Benign_tumors; Unknown_Normal
1671,28315,Yves Saint Laurent Pure Shots Y Shape Firming Serum Refill,4.8,13,Unknown_Normal
1672,88989,Yves Saint Laurent Or Rouge MaskinCrème Refill,5.0,1,Unknown_Normal
1673,15371,Loli Beauty Blue Cornflower Micellar Water,0.0,0,Unknown_Normal
1674,34382,The Light Salon Protect Facial Cream,0.0,0,Unknown_Normal
1675,47731,OSKIA Renaissance 360 AntiAging  and  Brightening Super Cream,0.0,0,Vitiligo; Seborrh_Keratoses; Unknown_Normal
1676,40450,OSKIA NutriActive Day Cream,5.0,1,Unknown_Normal
1677,56225,OSKIA Renaissance Brightlight Serum,5.0,2,Unknown_Normal
1678,22247,Darphin Vetiver Oil Mask,3.8,5,Unknown_Normal
1679,46517,Skin Regimen 150 Vitamin C Booster Brightening Concentrate,5.0,1,Vitiligo; Seborrh_Keratoses
1680,18202,Skin Regimen Enzymatic Powder,0.0,0,Unknown_Normal
1681,46517,Skin Regimen 10 Tea Tree Booster Imperfections Concentrate,5.0,2,Unknown_Normal
1682,46517,Skin Regimen 100 Tulsi Booster Nourishing Protective Oil,5.0,1,Unknown_Normal
1683,46517,Skin Regimen 185 HA Booster HydraPlumping Concentrate,0.0,0,Benign_tumors
1684,30337,Skin Regimen Microalgae Essence Energizing Illuminating Lotion,5.0,2,Unknown_Normal
1685,182023,Derm Institute Youth Alchemy Soft Cream,0.0,0,Unknown_Normal
1686,60674,RéVive Masque de Radiance Brightening Moisture Mask,0.0,0,Vitiligo; Seborrh_Keratoses
1687,52584,AMOREPACIFIC Youth Revolution Radiance Sheet Masques,0.0,0,Unknown_Normal
1688,12944,Elemis Superfood AHA Glow Booster,3.4,16,Actinic_Keratosis
1689,97079,Sulwhasoo Concentrated Ginseng Renewing Cream,4.4,35,Actinic_Keratosis; Unknown_Normal
1690,46517,Guerlain Set of 4 Abeille Royale Honey Sheet Mask,0.0,0,Unknown_Normal
1691,155731,Guerlain Orchidée Impériale The Mask,0.0,0,Unknown_Normal
1692,139551,Guerlain Orchidée Impériale AntiAging Fluid Moisturizer,0.0,0,Eczema; Psoriasis
1693,30337,Nurse Jamie Make Nice Moisturizing Oil,5.0,1,Unknown_Normal
1694,30337,Nurse Jamie Tequila Sunrise Clarifying Oil,0.0,0,Sun_Sunlight_Damage
1695,12944,Wander Beauty Drift Away Cleanser,0.0,0,Acne
1696,36000,Rodial Glycolic Drops Concentrated Serum,4.0,1,Actinic_Keratosis; Unknown_Normal
1697,62697,Dr Dennis Gross Skincare Iconic Radiance Set Nordstrom Exclusive USD 238 Value,5.0,1,Unknown_Normal
1698,121349,3LAB AntiAging Oil,0.0,0,Unknown_Normal
1699,196181,RéVive Intensité Complete Face Serum,0.0,0,Unknown_Normal
1700,16180,Fresh Vitamin Nectar Glow Powder,4.2,11,Unknown_Normal
1701,39641,Kate Somerville DermalQuench Wrinkle Warrior Advanced Hydrating  and  Plumping Treatment,4.0,3,Acne; Eczema; Benign_tumors
1702,18202,EVE LOM Radiance Face Mist,3.5,19,Unknown_Normal
1703,34382,SPACENKapothecary Rodial Vitamin C Brightening Mask,4.1,74,Vitiligo; Seborrh_Keratoses
1704,19820,Rodial Vitamin C Brightening Cleanser,3.7,105,Acne; Vitiligo; Seborrh_Keratoses
1705,13753,By Terry Baume de Rose Lip Scrub,4.0,22,Unknown_Normal
1706,33169,Darphin Dark Circles Relief and DePuffing Eye Serum,4.5,42,Unknown_Normal
1707,182023,AMOREPACIFIC Time Response Skin Reserve Intensive Crème,3.5,2,Unknown_Normal
1708,11326,ARCONA Purify  and  Protect Set,1.5,2,Unknown_Normal
1709,17393,Dior Hydra Life Balancing Hydration 2in1 Sorbet Water,4.8,9,Unknown_Normal
1710,38427,Dior Capture Youth Matte Maximizer AgeDelay Mattifying Serum,2.5,4,Unknown_Normal
1711,117304,3LAB M Serum,5.0,2,Unknown_Normal
1712,16989,Nurse Jamie One Step Age Delay Cleanser,1.0,1,Acne
1713,30337,Aesop Parsley Seed AntiOxidant Facial Hydrating Cream,5.0,2,Eczema; Unknown_Normal
1714,27910,Dior Hydra Life Extra Plump Smooth Balm Mask,3.5,2,Benign_tumors
1715,242698,Derm Institute Youth Alchemy Concentrate,5.0,1,Unknown_Normal
1716,182023,Derm Institute Youth Alchemy Cream,0.0,0,Unknown_Normal
1717,121349,111SKIN Celestial Black Diamond Eye Cream,4.0,20,Unknown_Normal
1718,113259,111SKIN Nocturnal Eclipse Recovery Cream NAC Y2,4.5,75,Bullous; Unknown_Normal
1719,242698,111SKIN Celestial Black Diamond Serum,3.3,13,Unknown_Normal
1720,84944,Derm Institute Cellular Rejuvenating Cream,4.0,3,Sun_Sunlight_Damage; Unknown_Normal
1721,56629,111SKIN Celestial Black Diamond Contour Gel,0.0,0,Acne
1722,120944,Guerlain Set of 4 Orchidée Impériale Radiance Sheet Mask,0.0,0,Unknown_Normal
1723,40450,Giorgio Armani Prima Smart Moisture Serum,4.2,5,Unknown_Normal
1724,21034,Lancôme Énergie de Vie Intense Essence,4.6,38,Unknown_Normal
1725,19415,Odacité Bl  J BlueberryJasmine Cell Energy Serum Concentrate,4.0,1,Unknown_Normal
1726,10516,Mario Badescu Botanical Exfoliating Scrub,4.9,43,Seborrh_Keratoses
1727,131454,RéVive Perfectif Even Skin Tone Serum,5.0,2,Vitiligo; Unknown_Normal
1728,25077,REN Clean Skincare Keep Young  and  Beautiful Instant Firming Beauty Shot GelSerum,3.7,81,Acne; Unknown_Normal
1729,12943,Charlotte Tilbury Take It All Off Genius Eye MakeUp Remover,3.4,36,Unknown_Normal
1730,242684,RéVive Intensité Line Erasing Serum,0.0,0,Unknown_Normal
1731,19819,Rodial Dragons Blood Eye Mask,3.9,50,Unknown_Normal
1732,95051,RéVive Moisturizing Renewal Serum,5.0,2,Unknown_Normal
1733,21842,ARCONA PM Blemish Lotion,4.2,19,Acne; Unknown_Normal
1734,11325,Mario Badescu Oil Free Moisturizer SPF 30,4.0,31,Eczema; Psoriasis; Sun_Sunlight_Damage
1735,71592,Elemis ProCollagen Quartz Lift Serum,4.6,35,Unknown_Normal
1736,15774,Colorescience Sunforgettable Total Protection Face Shield Bronze SPF 50 Sunscreen,0.0,0,Sun_Sunlight_Damage; Unknown_Normal
1737,56626,True Botanicals Clear Repair Serum,0.0,0,Unknown_Normal
1738,6472,WLDKAT Cupuacu  and  Mango Butter CBD Lip Balm,0.0,0,Unknown_Normal
1739,37212,MZ Skin Cleanse  and  Clarify Dual Action AHA Cleanser  and  Mask,0.0,0,Acne; Actinic_Keratosis
1740,25077,Elemis WarmUp Massage Balm,0.0,0,Unknown_Normal
1741,48132,StriVectin Wrinkle Recode Moisture Rich Barrier Cream,0.0,0,Bullous; Unknown_Normal
1742,7281,COOLA Classic Liplux Organic Hydrating Lip Oil Sunscreen SPF 30,4.0,2,Eczema; Sun_Sunlight_Damage
1743,7281,COOLA Facial Mask Brush,5.0,1,Unknown_Normal
1744,125387,BYNACHT Reverse Sun Radical Recovery Serum,0.0,0,Sun_Sunlight_Damage; Bullous; Unknown_Normal
1745,7281,CAUDALÍE Travel Size Beauty Elixir Limited Edition,4.5,51,Infestations_Bites
1746,10516,Supergoop Sunnyscreen SPF 50 Lotion,0.0,0,Sun_Sunlight_Damage; Unknown_Normal
1747,16988,RMS Beauty Kakadu Evening Beauty Elixir,0.0,0,Unknown_Normal
1748,6472,Skin Gym Cleanie 3Pack Round Makeup Remover Puffs,0.0,0,Unknown_Normal
1749,12134,boscia Cryosea Firming IcyCold Cleanser,4.5,2,Acne
1750,20224,Murad AntiAging Moisturizer Broad Spectrum SPF 30,0.0,0,Eczema; Psoriasis; Sun_Sunlight_Damage; Lupus
1751,3843,Supergoop Play Mint Lip Balm SPF 30 Sunscreen,3.6,5,Sun_Sunlight_Damage
1752,8089,Trish McEvoy Makeup Eraser,5.0,7,Unknown_Normal
1753,16988,REN Clean Skincare ClearCalm Replenishing Gel Cream,4.3,26,Acne; Unknown_Normal
1754,8089,Kopari Coconut Melt Wipes,4.3,3,Unknown_Normal
1755,26291,Murad Replenishing MultiAcid Peel,4.5,4,Unknown_Normal
1756,155722,Guerlain Orchidée Impériale AntiAging Neck and Décolleté Cream,5.0,2,Unknown_Normal
1757,14157,Elemis Superfood Berry Boost Mask,4.8,53,Unknown_Normal
1758,12943,Murad Prebiotic 3in1 MultiMist,0.0,0,Unknown_Normal
1759,15370,Murad Prebiotic 4in1 MultiCleanser,5.0,1,Acne
1760,16179,Peter Thomas Roth 8 Glycolic Solutions Toner,4.9,19,Vitiligo; Actinic_Keratosis
1761,26291,Peter Thomas Roth PotentC Power Eye Cream,4.0,213,Unknown_Normal
1762,303355,AMOREPACIFIC Prime Reserve Epidynamic Activating Creme Limited Edition,0.0,0,Infestations_Bites
1763,19415,Indie Lee Active Oil Free Moisturizer,4.6,5,Eczema; Psoriasis
1764,60671,CAUDALÍE Premier Cru The Serum,4.5,181,Unknown_Normal
1765,24268,Peter Thomas Roth Hungarian Mineral Heat Mask,4.7,19,Unknown_Normal
1766,27909,Fresh Peony Instant Brightening Face Serum,4.4,19,Vitiligo; Seborrh_Keratoses; Unknown_Normal
1767,19819,GLAMGLOW WATERBURST Hydrated Glow Moisturizer,4.8,15,Eczema; Psoriasis
1768,23864,StriVectin Advanced Acid Resurface Glycolic Acid Skin Reset Mask,4.7,103,Actinic_Keratosis; Unknown_Normal
1769,171901,3LAB AntiAging Eye Lift Cream,0.0,0,Unknown_Normal
1770,27909,StriVectin MultiAction Restorative Cream,4.6,102,Unknown_Normal
1771,12943,Kiehls Since 1851 Activated Sun Protector Sunscreen Aqua Lotion for Face  and  Body Broad Spectrum SPF 30,4.8,23,Sun_Sunlight_Damage; Lupus; Unknown_Normal
1772,23864,Murad IntensiveC Radiance Peel,4.9,7,Unknown_Normal
1773,42470,ARCONA Instant Magic Reversal Serum,4.7,14,Unknown_Normal
1774,62693,Elemis ProDefinition Night Cream,4.6,24,Unknown_Normal
1775,30336,StriVectinAR Advanced Retinol Eye Treatment,4.7,120,Acne; Actinic_Keratosis
1776,16988,Fresh Umbrian Clay Treatment Bar,4.6,41,Acne
1777,35594,Erno Laszlo HydraTherapy Skin Vitality Treatment Kit,4.4,120,Acne
1778,28313,SPACENKapothecary Rodial Dragons Blood Eye Gel,4.1,66,Acne
1779,155722,3LAB Super h AgeDefying Serum,4.6,15,Unknown_Normal
1780,26291,Kate Somerville Oil Free Moisturizer,4.6,64,Eczema; Psoriasis
1781,16988,Murad Clarifying Mask,0.0,0,Unknown_Normal
1782,38021,MALINGOETZ Advanced Renewal Cream,4.0,55,Unknown_Normal
1783,5663,CAUDALÍE Instant Foaming Cleanser,4.3,189,Acne
1784,12134,Normalife Clean Cleanser,0.0,0,Acne; Unknown_Normal
1785,36403,Derm Institute Cellular Brightening BioCrystal Masque,0.0,0,Vitiligo; Seborrh_Keratoses
1786,12134,First Aid Beauty Fab Pharma White Clay Acne Treatment Pads with 2 Salicylic Acid,4.8,49,Acne; Warts
1787,40447,Dior Prestige Le Pétale MultiPerlé Massage Tool,0.0,0,Unknown_Normal
1788,35998,MZ Skin Mask Discovery Set,0.0,0,Unknown_Normal
1789,167857,MZ Skin Ultimate Firming Collection,0.0,0,Unknown_Normal
1790,60267,MZ Skin Hydrate  and  Nourish Age Defense Retinol Moisturizer SPF 30,0.0,0,Eczema; Psoriasis; Sun_Sunlight_Damage; Actinic_Keratosis
1791,60267,MZ Skin Soothe  and  Smooth Collagen Activating Eye Complex Eye Cream,0.0,0,Unknown_Normal
1792,52582,MZ Skin HydraLift Golden Facial Treatment Mask,0.0,0,Acne
1793,68761,MZ Skin Retinol Skin Booster 2 Encapsulated Vitamin A Resurfacing Treatment,0.0,0,Acne; Actinic_Keratosis
1794,14157,Patchology FlashPatch Rejuvenating Eye Gels,0.0,0,Acne; Sun_Sunlight_Damage
1795,36405,BYNACHT Perfect Nacht Sleeping Balm,0.0,0,Unknown_Normal
1796,11326,CAUDALÍE Vinopure Pore Purifying Gel Cleanser,4.2,255,Acne
1797,72809,Fresh Crème Ancienne Supreme Eye Serum,0.0,0,Unknown_Normal
1798,10921,NEOM Calm Vibes Set Limited Edition,0.0,0,Infestations_Bites
1799,7281,Sugarface Skin Hydrating Cucumber Collagen Facial Mask,5.0,1,Eczema; Unknown_Normal
1800,12539,Starskin Happy Masking Set USD 50 Value,0.0,0,Unknown_Normal
1801,19416,Agent Nateur holicleanse Cleansing Face Oil,0.0,0,Unknown_Normal
1802,32360,111SKIN Vitamin C Brightening Cleanser,3.5,2,Acne; Vitiligo; Seborrh_Keratoses
1803,24270,Rodial Snake Oxygenating  and  Cleansing Bubble Sheet Mask,4.1,16,Unknown_Normal
1804,91012,Kat Burki Super Peptide Firming Crème,3.3,3,Unknown_Normal
1805,59461,Epara Intense Hydrating Mask,0.0,0,Eczema
1806,74832,Yves Saint Laurent Or Rouge Regenerating Sheet Mask,0.0,0,Unknown_Normal
1807,15371,rahua Enchanted Island Lotion Mist,0.0,0,Unknown_Normal
1808,111236,Dr Barbara Sturm Protect  and  Soothe Set USD 395 Value,0.0,0,Unknown_Normal
1809,24270,Natura Bissé CCV Vitamin Micellar Cleansing Water,0.0,0,Unknown_Normal
1810,11730,Ode to Self Skincare Wave Refining  Soothing Toning Essence,0.0,0,Eczema; Psoriasis; Rosacea; Bullous
1811,5663,Huron Face Wash,5.0,1,Unknown_Normal
1812,10112,St Tropez Self Tan Purity Set,3.5,2,Unknown_Normal
1813,16180,Code of Harmony COHGLO CBD Moisturizing Mist,0.0,0,Unknown_Normal
1814,29933,Chantecaille John Derian Pure Rosewater Limited Edition,5.0,1,Infestations_Bites
1815,23865,Comfort Zone Renight Mask,0.0,0,Unknown_Normal
1816,21843,COOLA Suncare Sunless Tan AntiAging Face Serum,4.7,305,Sun_Sunlight_Damage; Unknown_Normal
1817,10112,COOLA Suncare Classic Sunscreen Spray Peach Blossom SPF 70,4.8,81,Sun_Sunlight_Damage
1818,30337,Peter Thomas Roth VitalE Microbiome Age Defense Cream,4.4,60,Unknown_Normal
1819,25079,Laura Mercier Mattifying OilFree Moisturizer,1.0,3,Eczema; Psoriasis
1820,48540,Derm Institute AntiOxidant Hydration Rescue,0.0,0,Unknown_Normal
